YEAR,LocationAbbr,LocationDesc,TopicType,TopicDesc,MeasureDesc,DataSource,Response,Data_Value_Unit,Data_Value_Type,Data_Value,Data_Value_Footnote_Symbol,Data_Value_Footnote,Data_Value_Std_Err,Low_Confidence_Limit,High_Confidence_Limit,Sample_Size,Gender,Race,Age,Education,GeoLocation,TopicTypeId,TopicId,MeasureId,StratificationID1,StratificationID2,StratificationID3,StratificationID4,SubMeasureID,DisplayOrder
2017,IL,Illinois,Tobacco Use – Survey Data,Smokeless Tobacco Use (Adults),User Status,BRFSS,Not Current,%,Percentage,95.8,,,0.5,94.8,96.8,2385,Male,All Races,All Ages,All Grades,"(40.48501028300046, -88.99771017799969)",BEH,150BEH,179SUS,2GEN,8AGE,6RAC,6EDU,BRF81,81
2012,AL,Alabama,Tobacco Use – Survey Data,Cessation (Adults),Quit Attempt in Past Year Among Every Day Cigarette Smokers,BRFSS,,%,Percentage,56.3,,,2.7,51,61.6,720,Female,All Races,All Ages,All Grades,"(32.84057112200048, -86.63186076199969)",BEH,101BEH,167QUA,3GEN,8AGE,6RAC,6EDU,BRF10,10
2019,ID,Idaho,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Frequency,BRFSS,Some Days,%,Percentage,34,,,4.2,25.9,42.1,356,Female,All Races,All Ages,All Grades,"(43.682630005000476, -114.3637300419997)",BEH,100BEH,166SSP,3GEN,8AGE,6RAC,6EDU,BRF26,26
2012,IA,Iowa,Tobacco Use – Survey Data,Smokeless Tobacco Use (Adults),Frequency of Use,BRFSS,Every Day,%,Percentage,70.3,,,3.9,62.8,77.8,191,Male,All Races,All Ages,All Grades,"(42.46940091300047, -93.81649055599968)",BEH,150BEH,178SFU,2GEN,8AGE,6RAC,6EDU,BRF78,78
2019,PA,Pennsylvania,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Frequency,BRFSS,Every Day,%,Percentage,72,,,2.5,67.2,76.8,520,Male,All Races,All Ages,All Grades,"(40.79373015200048, -77.86070029399963)",BEH,100BEH,166SSP,2GEN,8AGE,6RAC,6EDU,BRF25,25
2016,NE,Nebraska,Tobacco Use – Survey Data,Smokeless Tobacco Use (Adults),Current Use,BRFSS,,%,Percentage,10.5,,,0.5,9.4,11.6,6478,Male,All Races,All Ages,All Grades,"(41.6410409880005, -99.36572062299967)",BEH,150BEH,177SCU,2GEN,8AGE,6RAC,6EDU,BRF68,68
2015,SD,South Dakota,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Frequency,BRFSS,Every Day,%,Percentage,66.8,,,3.4,60.2,73.4,640,Female,All Races,All Ages,All Grades,"(44.353130053000484, -100.3735306369997)",BEH,100BEH,166SSP,3GEN,8AGE,6RAC,6EDU,BRF25,25
2012,MT,Montana,Tobacco Use – Survey Data,Smokeless Tobacco Use (Adults),Current Use,BRFSS,,%,Percentage,14.5,,,0.8,13,16,3747,Male,All Races,All Ages,All Grades,"(47.06652897200047, -109.42442064499971)",BEH,150BEH,177SCU,2GEN,8AGE,6RAC,6EDU,BRF68,68
2018,NE,Nebraska,Tobacco Use – Survey Data,Smokeless Tobacco Use (Adults),Current Use,BRFSS,,%,Percentage,1.8,,,0.5,0.9,2.7,2145,Female,All Races,18 to 44 Years,All Grades,"(41.6410409880005, -99.36572062299967)",BEH,150BEH,177SCU,3GEN,5AGE,6RAC,6EDU,BRF72,72
2018,IL,Illinois,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Frequency,BRFSS,Some Days,%,Percentage,28.6,,,2.8,23.2,34,416,Male,All Races,All Ages,All Grades,"(40.48501028300046, -88.99771017799969)",BEH,100BEH,166SSP,2GEN,8AGE,6RAC,6EDU,BRF26,26
2017,AK,Alaska,Tobacco Use – Survey Data,E-Cigarette Use (Adults),User Status,BRFSS,Former,%,Percentage,17.2,,,1.8,13.8,20.6,1591,Female,All Races,All Ages,All Grades,"(64.84507995700051, -147.72205903599973)",BEH,107BEH,176EUS,3GEN,8AGE,6RAC,6EDU,BRF64,64
2015,WI,Wisconsin,Tobacco Use – Survey Data,Smokeless Tobacco Use (Adults),Current Use,BRFSS,,%,Percentage,0.5,,,0.2,0,1,856,Female,All Races,18 to 44 Years,All Grades,"(44.39319117400049, -89.81637074199966)",BEH,150BEH,177SCU,3GEN,5AGE,6RAC,6EDU,BRF72,72
2019,NV,Nevada,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Status,BRFSS,Never,%,Percentage,53.3,,,1.9,49.6,57,1278,Male,All Races,All Ages,All Grades,"(39.493240390000494, -117.07184056399967)",BEH,100BEH,165SSA,2GEN,8AGE,6RAC,6EDU,BRF29,29
2016,AK,Alaska,Tobacco Use – Survey Data,E-Cigarette Use (Adults),User Status,BRFSS,Current,%,Percentage,5.1,,,1,3.1,7.1,1326,Male,All Races,All Ages,All Grades,"(64.84507995700051, -147.72205903599973)",BEH,107BEH,176EUS,2GEN,8AGE,6RAC,6EDU,BRF63,63
2011,AK,Alaska,Tobacco Use – Survey Data,Smokeless Tobacco Use (Adults),Current Use,BRFSS,,%,Percentage,1.2,,,0.3,0.7,1.7,1900,Female,All Races,All Ages,All Grades,"(64.84507995700051, -147.72205903599973)",BEH,150BEH,177SCU,3GEN,8AGE,6RAC,6EDU,BRF68,68
2017,IN,Indiana,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Status,BRFSS,Never,%,Percentage,48.7,,,0.9,47,50.4,5678,Male,All Races,All Ages,All Grades,"(39.766910452000445, -86.14996019399968)",BEH,100BEH,165SSA,2GEN,8AGE,6RAC,6EDU,BRF29,29
2018,ID,Idaho,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Frequency,BRFSS,Some Days,%,Percentage,26,,,3.9,18.3,33.7,218,Female,All Races,All Ages,All Grades,"(43.682630005000476, -114.3637300419997)",BEH,100BEH,166SSP,3GEN,8AGE,6RAC,6EDU,BRF26,26
2018,MN,Minnesota,Tobacco Use – Survey Data,E-Cigarette Use (Adults),User Status,BRFSS,Current,%,Percentage,3.4,,,0.3,2.8,4,7975,Female,All Races,All Ages,All Grades,"(46.35564873600049, -94.79420050299967)",BEH,107BEH,176EUS,3GEN,8AGE,6RAC,6EDU,BRF63,63
2013,MA,Massachusetts,Tobacco Use – Survey Data,Smokeless Tobacco Use (Adults),Frequency of Use,BRFSS,Every Day,%,Percentage,,*,Data in these cells have been suppressed because of a small sample size,,,,,Female,All Races,All Ages,All Grades,"(42.27687047000046, -72.08269067499964)",BEH,150BEH,178SFU,3GEN,8AGE,6RAC,6EDU,BRF78,78
2012,NM,New Mexico,Tobacco Use – Survey Data,Smokeless Tobacco Use (Adults),Frequency of Use,BRFSS,Every Day,%,Percentage,,*,Data in these cells have been suppressed because of a small sample size,,,,,Female,All Races,All Ages,All Grades,"(34.52088095200048, -106.24058098499967)",BEH,150BEH,178SFU,3GEN,8AGE,6RAC,6EDU,BRF78,78
2014,GA,Georgia,Tobacco Use – Survey Data,Smokeless Tobacco Use (Adults),Frequency of Use,BRFSS,Some Days,%,Percentage,63.9,,,7.8,48.6,79.2,68,Female,All Races,All Ages,All Grades,"(32.83968109300048, -83.62758034599966)",BEH,150BEH,178SFU,3GEN,8AGE,6RAC,6EDU,BRF79,79
2012,MO,Missouri,Tobacco Use – Survey Data,Smokeless Tobacco Use (Adults),Current Use,BRFSS,,%,Percentage,0.5,,,0.2,0.1,0.9,4077,Female,All Races,All Ages,All Grades,"(38.635790776000476, -92.56630005299968)",BEH,150BEH,177SCU,3GEN,8AGE,6RAC,6EDU,BRF68,68
2011,NC,North Carolina,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Frequency,BRFSS,Some Days,%,Percentage,27.9,,,2,23.9,31.9,1201,Female,All Races,All Ages,All Grades,"(35.466220975000454, -79.15925046299964)",BEH,100BEH,166SSP,3GEN,8AGE,6RAC,6EDU,BRF26,26
2011,FL,Florida,Tobacco Use – Survey Data,Smokeless Tobacco Use (Adults),Current Use,BRFSS,,%,Percentage,0.8,,,0.2,0.5,1.1,7447,Female,All Races,All Ages,All Grades,"(28.932040377000476, -81.92896053899966)",BEH,150BEH,177SCU,3GEN,8AGE,6RAC,6EDU,BRF68,68
2019,DE,Delaware,Tobacco Use – Survey Data,Smokeless Tobacco Use (Adults),Current Use,BRFSS,,%,Percentage,0.7,,,0.3,0.2,1.2,2061,Female,All Races,All Ages,All Grades,"(39.008830667000495, -75.57774116799965)",BEH,150BEH,177SCU,3GEN,8AGE,6RAC,6EDU,BRF69,69
2013,GU,Guam,Tobacco Use – Survey Data,Cigarette Use (Adults),Current Smoking,BRFSS,,%,Percentage,26.7,,,2.5,21.8,31.6,592,Female,All Races,18 to 44 Years,All Grades,"(13.444304, 144.793731)",BEH,100BEH,110CSA,3GEN,5AGE,6RAC,6EDU,BRF45,45
2016,NH,New Hampshire,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Status,BRFSS,Current,%,Percentage,17.6,,,1.2,15.3,19.9,3440,Female,All Races,All Ages,All Grades,"(43.65595011300047, -71.50036091999965)",BEH,100BEH,165SSA,3GEN,8AGE,6RAC,6EDU,BRF27,27
2017,ID,Idaho,Tobacco Use – Survey Data,Cigarette Use (Adults),Current Smoking,BRFSS,,%,Percentage,13.1,,,1,11.1,15.1,2605,Female,All Races,All Ages,All Grades,"(43.682630005000476, -114.3637300419997)",BEH,100BEH,110CSA,3GEN,8AGE,6RAC,6EDU,BRF21,21
2016,TX,Texas,Tobacco Use – Survey Data,Cigarette Use (Adults),Current Smoking,BRFSS,,%,Percentage,11.1,,,1.1,8.9,13.3,1552,Female,All Races,18 to 44 Years,All Grades,"(31.827240407000488, -99.42677020599967)",BEH,100BEH,110CSA,3GEN,5AGE,6RAC,6EDU,BRF45,45
2017,CA,California,Tobacco Use – Survey Data,Cessation (Adults),Quit Attempt in Past Year Among Every Day Cigarette Smokers,BRFSS,,%,Percentage,47.7,,,4.4,39.2,56.2,225,Female,All Races,All Ages,All Grades,"(37.63864012300047, -120.99999953799971)",BEH,101BEH,167QUA,3GEN,8AGE,6RAC,6EDU,BRF10,10
2015,PA,Pennsylvania,Tobacco Use – Survey Data,Cessation (Adults),Quit Attempt in Past Year Among Every Day Cigarette Smokers,BRFSS,,%,Percentage,56.4,,,3.4,49.8,63,353,Female,All Races,All Ages,All Grades,"(40.79373015200048, -77.86070029399963)",BEH,101BEH,167QUA,3GEN,8AGE,6RAC,6EDU,BRF10,10
2012,CA,California,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Status,BRFSS,Former,%,Percentage,27.9,,,0.8,26.4,29.4,6175,Male,All Races,All Ages,All Grades,"(37.63864012300047, -120.99999953799971)",BEH,100BEH,165SSA,2GEN,8AGE,6RAC,6EDU,BRF28,28
2013,OK,Oklahoma,Tobacco Use – Survey Data,Smokeless Tobacco Use (Adults),Frequency of Use,BRFSS,Some Days,%,Percentage,37.6,,,3.3,31.1,44.1,320,Male,All Races,All Ages,All Grades,"(35.47203135600046, -97.52107021399968)",BEH,150BEH,178SFU,2GEN,8AGE,6RAC,6EDU,BRF79,79
2016,UT,Utah,Tobacco Use – Survey Data,Smokeless Tobacco Use (Adults),Current Use,BRFSS,,%,Percentage,0.9,,,0.2,0.5,1.3,5710,Female,All Races,All Ages,All Grades,"(39.360700171000474, -111.58713063499971)",BEH,150BEH,177SCU,3GEN,8AGE,6RAC,6EDU,BRF68,68
2016,WI,Wisconsin,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Status,BRFSS,Current,%,Percentage,16.2,,,1,14.2,18.2,2719,Female,All Races,All Ages,All Grades,"(44.39319117400049, -89.81637074199966)",BEH,100BEH,165SSA,3GEN,8AGE,6RAC,6EDU,BRF27,27
2016,KY,Kentucky,Tobacco Use – Survey Data,Smokeless Tobacco Use (Adults),Frequency of Use,BRFSS,Some Days,%,Percentage,69.8,,,7.1,55.8,83.8,75,Female,All Races,All Ages,All Grades,"(37.645970271000465, -84.77497104799966)",BEH,150BEH,178SFU,3GEN,8AGE,6RAC,6EDU,BRF79,79
2011,NM,New Mexico,Tobacco Use – Survey Data,Smokeless Tobacco Use (Adults),User Status,BRFSS,Not Current,%,Percentage,99.1,,,0.2,98.7,99.5,5609,Female,All Races,All Ages,All Grades,"(34.52088095200048, -106.24058098499967)",BEH,150BEH,179SUS,3GEN,8AGE,6RAC,6EDU,BRF81,81
2019,NE,Nebraska,Tobacco Use – Survey Data,Cessation (Adults),Percent of Former Smokers Among Ever Smokers,BRFSS,,%,Percentage,61.2,,,1.4,58.5,63.9,2920,Female,All Races,All Ages,All Grades,"(41.6410409880005, -99.36572062299967)",BEH,101BEH,169QUP,3GEN,8AGE,6RAC,6EDU,BRF07,7
2016,NM,New Mexico,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Frequency,BRFSS,Every Day,%,Percentage,58,,,3.7,50.8,65.2,403,Male,All Races,All Ages,All Grades,"(34.52088095200048, -106.24058098499967)",BEH,100BEH,166SSP,2GEN,8AGE,6RAC,6EDU,BRF25,25
2012,WI,Wisconsin,Tobacco Use – Survey Data,Smokeless Tobacco Use (Adults),User Status,BRFSS,Current,%,Percentage,1.1,,,0.3,0.5,1.7,2961,Female,All Races,All Ages,All Grades,"(44.39319117400049, -89.81637074199966)",BEH,150BEH,179SUS,3GEN,8AGE,6RAC,6EDU,BRF80,80
2017,PA,Pennsylvania,Tobacco Use – Survey Data,Cessation (Adults),Percent of Former Smokers Among Ever Smokers,BRFSS,,%,Percentage,60.4,,,1.7,57.1,63.7,1486,Male,All Races,All Ages,All Grades,"(40.79373015200048, -77.86070029399963)",BEH,101BEH,169QUP,2GEN,8AGE,6RAC,6EDU,BRF06,6
2015,UT,Utah,Tobacco Use – Survey Data,Smokeless Tobacco Use (Adults),Frequency of Use,BRFSS,Every Day,%,Percentage,52.9,,,3.9,45.2,60.6,246,Male,All Races,All Ages,All Grades,"(39.360700171000474, -111.58713063499971)",BEH,150BEH,178SFU,2GEN,8AGE,6RAC,6EDU,BRF78,78
2018,TX,Texas,Tobacco Use – Survey Data,Smokeless Tobacco Use (Adults),User Status,BRFSS,Current,%,Percentage,0.6,,,0.2,0.3,0.9,5950,Female,All Races,All Ages,All Grades,"(31.827240407000488, -99.42677020599967)",BEH,150BEH,179SUS,3GEN,8AGE,6RAC,6EDU,BRF80,80
2017,NE,Nebraska,Tobacco Use – Survey Data,E-Cigarette Use (Adults),User Status,BRFSS,Former,%,Percentage,19.1,,,0.8,17.5,20.7,6690,Male,All Races,All Ages,All Grades,"(41.6410409880005, -99.36572062299967)",BEH,107BEH,176EUS,2GEN,8AGE,6RAC,6EDU,BRF64,64
2015,ID,Idaho,Tobacco Use – Survey Data,Smokeless Tobacco Use (Adults),User Status,BRFSS,Current,%,Percentage,1.2,,,0.3,0.6,1.8,3175,Female,All Races,All Ages,All Grades,"(43.682630005000476, -114.3637300419997)",BEH,150BEH,179SUS,3GEN,8AGE,6RAC,6EDU,BRF80,80
2019,KY,Kentucky,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Status,BRFSS,Current,%,Percentage,25.1,,,1.1,22.9,27.3,4348,Female,All Races,All Ages,All Grades,"(37.645970271000465, -84.77497104799966)",BEH,100BEH,165SSA,3GEN,8AGE,6RAC,6EDU,BRF27,27
2017,AZ,Arizona,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Frequency,BRFSS,Some Days,%,Percentage,37,,,1.9,33.2,40.8,1012,Male,All Races,All Ages,All Grades,"(34.865970280000454, -111.76381127699972)",BEH,100BEH,166SSP,2GEN,8AGE,6RAC,6EDU,BRF26,26
2012,WA,Washington,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Status,BRFSS,Former,%,Percentage,29.7,,,0.7,28.3,31.1,6484,Male,All Races,All Ages,All Grades,"(47.52227862900048, -120.47001078999972)",BEH,100BEH,165SSA,2GEN,8AGE,6RAC,6EDU,BRF28,28
2011,DE,Delaware,Tobacco Use – Survey Data,Smokeless Tobacco Use (Adults),Current Use,BRFSS,,%,Percentage,4.5,,,0.7,3.2,5.8,1821,Male,All Races,All Ages,All Grades,"(39.008830667000495, -75.57774116799965)",BEH,150BEH,177SCU,2GEN,8AGE,6RAC,6EDU,BRF68,68
2011,NC,North Carolina,Tobacco Use – Survey Data,Smokeless Tobacco Use (Adults),User Status,BRFSS,Not Current,%,Percentage,91,,,0.7,89.6,92.4,4314,Male,All Races,All Ages,All Grades,"(35.466220975000454, -79.15925046299964)",BEH,150BEH,179SUS,2GEN,8AGE,6RAC,6EDU,BRF81,81
2017,NC,North Carolina,Tobacco Use – Survey Data,Smokeless Tobacco Use (Adults),Frequency of Use,BRFSS,Every Day,%,Percentage,55.2,,,5.6,44.2,66.2,142,Male,All Races,All Ages,All Grades,"(35.466220975000454, -79.15925046299964)",BEH,150BEH,178SFU,2GEN,8AGE,6RAC,6EDU,BRF78,78
2015,MT,Montana,Tobacco Use – Survey Data,Smokeless Tobacco Use (Adults),Current Use,BRFSS,,%,Percentage,14.9,,,1,12.9,16.9,2630,Male,All Races,All Ages,All Grades,"(47.06652897200047, -109.42442064499971)",BEH,150BEH,177SCU,2GEN,8AGE,6RAC,6EDU,BRF68,68
2017,NY,New York,Tobacco Use – Survey Data,Smokeless Tobacco Use (Adults),Frequency of Use,BRFSS,Some Days,%,Percentage,70.2,,,8.3,53.9,86.5,63,Female,All Races,All Ages,All Grades,"(42.82700103200045, -75.54397042699964)",BEH,150BEH,178SFU,3GEN,8AGE,6RAC,6EDU,BRF79,79
2019,UT,Utah,Tobacco Use – Survey Data,Smokeless Tobacco Use (Adults),Frequency of Use,BRFSS,Every Day,%,Percentage,31.1,,,8.1,15.1,47.1,54,Female,All Races,All Ages,All Grades,"(39.360700171000474, -111.58713063499971)",BEH,150BEH,178SFU,3GEN,8AGE,6RAC,6EDU,BRF78,78
2018,MN,Minnesota,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Status,BRFSS,Former,%,Percentage,29,,,0.6,27.8,30.2,8054,Male,All Races,All Ages,All Grades,"(46.35564873600049, -94.79420050299967)",BEH,100BEH,165SSA,2GEN,8AGE,6RAC,6EDU,BRF28,28
2014,AL,Alabama,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Status,BRFSS,Never,%,Percentage,61.6,,,1,59.7,63.5,5371,Female,All Races,All Ages,All Grades,"(32.84057112200048, -86.63186076199969)",BEH,100BEH,165SSA,3GEN,8AGE,6RAC,6EDU,BRF29,29
2017,NE,Nebraska,Tobacco Use – Survey Data,E-Cigarette Use (Adults),User Status,BRFSS,Never,%,Percentage,82.3,,,0.8,80.8,83.8,8067,Female,All Races,All Ages,All Grades,"(41.6410409880005, -99.36572062299967)",BEH,107BEH,176EUS,3GEN,8AGE,6RAC,6EDU,BRF65,65
2017,TX,Texas,Tobacco Use – Survey Data,Smokeless Tobacco Use (Adults),Current Use,BRFSS,,%,Percentage,1.3,,,0.4,0.5,2.1,1758,Female,All Races,18 to 44 Years,All Grades,"(31.827240407000488, -99.42677020599967)",BEH,150BEH,177SCU,3GEN,5AGE,6RAC,6EDU,BRF72,72
2017,GU,Guam,Tobacco Use – Survey Data,E-Cigarette Use (Adults),User Status,BRFSS,Former,%,Percentage,22.7,,,2.2,18.4,27,690,Male,All Races,All Ages,All Grades,"(13.444304, 144.793731)",BEH,107BEH,176EUS,2GEN,8AGE,6RAC,6EDU,BRF64,64
2017,MA,Massachusetts,Tobacco Use – Survey Data,Smokeless Tobacco Use (Adults),User Status,BRFSS,Current,%,Percentage,0.9,,,0.4,0.2,1.6,3699,Female,All Races,All Ages,All Grades,"(42.27687047000046, -72.08269067499964)",BEH,150BEH,179SUS,3GEN,8AGE,6RAC,6EDU,BRF80,80
2012,NY,New York,Tobacco Use – Survey Data,Smokeless Tobacco Use (Adults),User Status,BRFSS,Current,%,Percentage,1.2,,,0.2,0.7,1.7,3526,Female,All Races,All Ages,All Grades,"(42.82700103200045, -75.54397042699964)",BEH,150BEH,179SUS,3GEN,8AGE,6RAC,6EDU,BRF80,80
2013,NY,New York,Tobacco Use – Survey Data,Cigarette Use (Adults),Current Smoking,BRFSS,,%,Percentage,16.6,,,1.2,14.2,19,1608,Female,All Races,18 to 44 Years,All Grades,"(42.82700103200045, -75.54397042699964)",BEH,100BEH,110CSA,3GEN,5AGE,6RAC,6EDU,BRF45,45
2018,CO,Colorado,Tobacco Use – Survey Data,Cigarette Use (Adults),Current Smoking,BRFSS,,%,Percentage,12.4,,,0.6,11.1,13.7,4201,Female,All Races,All Ages,All Grades,"(38.843840757000464, -106.13361092099967)",BEH,100BEH,110CSA,3GEN,8AGE,6RAC,6EDU,BRF21,21
2018,AR,Arkansas,Tobacco Use – Survey Data,E-Cigarette Use (Adults),Frequency of Use,BRFSS,Some Days,%,Percentage,66.9,,,7.3,52.6,81.2,66,Male,All Races,All Ages,All Grades,"(34.74865012400045, -92.27449074299966)",BEH,107BEH,175EFU,2GEN,8AGE,6RAC,6EDU,BRF62,62
2019,VT,Vermont,Tobacco Use – Survey Data,Smokeless Tobacco Use (Adults),Frequency of Use,BRFSS,Every Day,%,Percentage,,*,Data in these cells have been suppressed because of a small sample size,,,,,Female,All Races,All Ages,All Grades,"(43.62538123900049, -72.51764079099962)",BEH,150BEH,178SFU,3GEN,8AGE,6RAC,6EDU,BRF78,78
2015,NE,Nebraska,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Frequency,BRFSS,Some Days,%,Percentage,26.7,,,2,22.9,30.5,1336,Female,All Races,All Ages,All Grades,"(41.6410409880005, -99.36572062299967)",BEH,100BEH,166SSP,3GEN,8AGE,6RAC,6EDU,BRF26,26
2017,DE,Delaware,Tobacco Use – Survey Data,Cigarette Use (Adults),Current Smoking,BRFSS,,%,Percentage,19.4,,,2.3,14.9,23.9,568,Female,All Races,18 to 44 Years,All Grades,"(39.008830667000495, -75.57774116799965)",BEH,100BEH,110CSA,3GEN,5AGE,6RAC,6EDU,BRF45,45
2016,MO,Missouri,Tobacco Use – Survey Data,Cigarette Use (Adults),Current Smoking,BRFSS,,%,Percentage,19.9,,,1.1,17.8,22,3947,Female,All Races,All Ages,All Grades,"(38.635790776000476, -92.56630005299968)",BEH,100BEH,110CSA,3GEN,8AGE,6RAC,6EDU,BRF21,21
2016,CT,Connecticut,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Status,BRFSS,Never,%,Percentage,63,,,0.9,61.3,64.7,6079,Female,All Races,All Ages,All Grades,"(41.56266102000046, -72.64984095199964)",BEH,100BEH,165SSA,3GEN,8AGE,6RAC,6EDU,BRF29,29
2012,IL,Illinois,Tobacco Use – Survey Data,Cigarette Use (Adults),Current Smoking,BRFSS,,%,Percentage,18.2,,,1.8,14.6,21.8,804,Female,All Races,18 to 44 Years,All Grades,"(40.48501028300046, -88.99771017799969)",BEH,100BEH,110CSA,3GEN,5AGE,6RAC,6EDU,BRF45,45
2012,WA,Washington,Tobacco Use – Survey Data,Smokeless Tobacco Use (Adults),Frequency of Use,BRFSS,Every Day,%,Percentage,58,,,3.3,51.4,64.6,351,Male,All Races,All Ages,All Grades,"(47.52227862900048, -120.47001078999972)",BEH,150BEH,178SFU,2GEN,8AGE,6RAC,6EDU,BRF78,78
2017,CO,Colorado,Tobacco Use – Survey Data,Smokeless Tobacco Use (Adults),Frequency of Use,BRFSS,Every Day,%,Percentage,56.2,,,3.7,48.9,63.5,254,Male,All Races,All Ages,All Grades,"(38.843840757000464, -106.13361092099967)",BEH,150BEH,178SFU,2GEN,8AGE,6RAC,6EDU,BRF78,78
2017,WV,West Virginia,Tobacco Use – Survey Data,E-Cigarette Use (Adults),User Status,BRFSS,Never,%,Percentage,72.9,,,1.3,70.4,75.4,2312,Male,All Races,All Ages,All Grades,"(38.66551020200046, -80.71264013499967)",BEH,107BEH,176EUS,2GEN,8AGE,6RAC,6EDU,BRF65,65
2016,ID,Idaho,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Status,BRFSS,Never,%,Percentage,64.2,,,1.3,61.6,66.8,2960,Female,All Races,All Ages,All Grades,"(43.682630005000476, -114.3637300419997)",BEH,100BEH,165SSA,3GEN,8AGE,6RAC,6EDU,BRF29,29
2016,TN,Tennessee,Tobacco Use – Survey Data,Smokeless Tobacco Use (Adults),Current Use,BRFSS,,%,Percentage,1.5,,,0.3,1,2,3400,Female,All Races,All Ages,All Grades,"(35.68094058000048, -85.77449091399967)",BEH,150BEH,177SCU,3GEN,8AGE,6RAC,6EDU,BRF68,68
2013,MS,Mississippi,Tobacco Use – Survey Data,Cessation (Adults),Percent of Former Smokers Among Ever Smokers,BRFSS,,%,Percentage,43.1,,,1.7,39.7,46.5,1707,Female,All Races,All Ages,All Grades,"(32.745510099000455, -89.53803082499968)",BEH,101BEH,169QUP,3GEN,8AGE,6RAC,6EDU,BRF07,7
2013,NV,Nevada,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Status,BRFSS,Former,%,Percentage,20.9,,,1.2,18.5,23.3,2841,Female,All Races,All Ages,All Grades,"(39.493240390000494, -117.07184056399967)",BEH,100BEH,165SSA,3GEN,8AGE,6RAC,6EDU,BRF28,28
2011,AZ,Arizona,Tobacco Use – Survey Data,Cessation (Adults),Quit Attempt in Past Year Among Every Day Cigarette Smokers,BRFSS,,%,Percentage,45.7,,,4.8,36.2,55.2,307,Male,All Races,All Ages,All Grades,"(34.865970280000454, -111.76381127699972)",BEH,101BEH,167QUA,2GEN,8AGE,6RAC,6EDU,BRF09,9
2019,DC,District of Columbia,Tobacco Use – Survey Data,Cessation (Adults),Percent of Former Smokers Among Ever Smokers,BRFSS,,%,Percentage,66.3,,,2.9,60.6,72,480,Female,All Races,All Ages,All Grades,"(38.89037138500049, -77.03196112699965)",BEH,101BEH,169QUP,3GEN,8AGE,6RAC,6EDU,BRF07,7
2013,MO,Missouri,Tobacco Use – Survey Data,Smokeless Tobacco Use (Adults),User Status,BRFSS,Not Current,%,Percentage,90.3,,,0.8,88.7,91.9,2708,Male,All Races,All Ages,All Grades,"(38.635790776000476, -92.56630005299968)",BEH,150BEH,179SUS,2GEN,8AGE,6RAC,6EDU,BRF81,81
2014,MS,Mississippi,Tobacco Use – Survey Data,Smokeless Tobacco Use (Adults),User Status,BRFSS,Not Current,%,Percentage,96.6,,,0.6,95.4,97.8,2612,Female,All Races,All Ages,All Grades,"(32.745510099000455, -89.53803082499968)",BEH,150BEH,179SUS,3GEN,8AGE,6RAC,6EDU,BRF81,81
2013,IA,Iowa,Tobacco Use – Survey Data,Smokeless Tobacco Use (Adults),Frequency of Use,BRFSS,Some Days,%,Percentage,36.5,,,4,28.7,44.3,229,Male,All Races,All Ages,All Grades,"(42.46940091300047, -93.81649055599968)",BEH,150BEH,178SFU,2GEN,8AGE,6RAC,6EDU,BRF79,79
2012,WY,Wyoming,Tobacco Use – Survey Data,Smokeless Tobacco Use (Adults),Current Use,BRFSS,,%,Percentage,2.3,,,0.7,0.9,3.7,741,Female,All Races,18 to 44 Years,All Grades,"(43.23554134300048, -108.10983035299967)",BEH,150BEH,177SCU,3GEN,5AGE,6RAC,6EDU,BRF72,72
